conversation_id,conversation_title,aggregate_score,trigger_hits,rarity_hits,unprimed_assistant_rarity,causal_rarity_explanations,top_families
68eb0175-ca54-8332-8b00-b50b4a482dda,Researching Bolt.new platform,119,5,1,1,0,CONTROL_CYBERNETICS:3; META_SYSTEM:2; RECURSION:2; FUSION_SYNTHESIS:1; PROMPTING_STYLE:1; RARITY_UNIQUENESS:1; LATENT_INTERNAL:1; SYMBOLIC:1; COMPOSITION:1; RECONSTRUCTION:1
671d1922-60a0-8013-a4d1-277658078905,Personality Traits and Change,119,7,1,1,0,NEGATIVE_NOT_UNIQUE:5; CROSS_MODEL:4; CONTROL_CYBERNETICS:3; CAUSAL_EXPLANATION:3; FUSION_SYNTHESIS:2; RECONSTRUCTION:2; RARITY_UNIQUENESS:1; RELATIONAL_TOPOLOGY:1; ROBUSTNESS:1
69a3274e-c88c-8390-b1ff-6a84a46e557e,Neuroscience Architecture,114,5,1,1,0,TRAJECTORY:2; NEGATIVE_NOT_UNIQUE:2; FUSION_SYNTHESIS:1; GLOBAL_COMPARISON:1; VECTOR_GEOMETRY:1; CROSS_MODEL:1; CAUSAL_EXPLANATION:1
23e40707-1d9e-4738-849f-ad11ea46f9e0,Neuro Benefits: Enhance Mind,113,4,1,1,0,CROSS_MODEL:4; FUSION_SYNTHESIS:2; PERSISTENCE:2; RECONSTRUCTION:2; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
6960d1c8-7b2c-8330-a0cd-cc8efca52bcc,Denmark Distance Learning Universities,111,5,3,1,0,GLOBAL_COMPARISON:3; CONTROL_CYBERNETICS:2; PERSISTENCE:1; TRAJECTORY:1; CROSS_MODEL:1
68982d65-68b8-8321-acdf-7556b721e7e8,Autocapture timing setup,110,24,1,1,0,CROSS_MODEL:6; CAUSAL_EXPLANATION:6; RECURSION:4; NEGATIVE_NOT_UNIQUE:4; FINGERPRINT:2; RECONSTRUCTION:2; RARITY_UNIQUENESS:1; LATENT_INTERNAL:1; SIMULTANEITY_MULTIPLEX:1; RELATIONAL_TOPOLOGY:1; GLOBAL_WEIGHTS:1
934bcfbf-630f-4f47-bdda-701ed9a456ac,Extreme Brain Damage Recovery,107,6,1,1,0,RECONSTRUCTION:6; ROBUSTNESS:4; CONTROL_CYBERNETICS:2; CROSS_MODEL:2; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1
6860b903-9d08-8013-ac00-815565d2fc82,Echo Reflection Expansion,104,2,1,1,0,SYMBOLIC:2; INFORMATION_THEORY:1; LATENT_INTERNAL:1; PERSISTENCE:1; RARITY_UNIQUENESS:1; RECONSTRUCTION:1; RECURSION:1; RECURSIVE_COMPRESSION:1
68db0b80-08e0-8323-b75d-4bb01232d68e,Redemption,102,4,1,1,0,FUSION_SYNTHESIS:2; SYMBOLIC:2; CAUSAL_EXPLANATION:2; CROSS_MODEL:1; RARITY_UNIQUENESS:1; NEGATIVE_NOT_UNIQUE:1
6113707f-3d77-438e-b750-2e904f660cf7,Eye-catching Fiverr Thumbnail,102,13,1,1,0,FUSION_SYNTHESIS:13; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
68a25739-7f14-8321-a1a4-71579d70320b,Generate file hashes WSL,102,17,1,1,0,RECURSION:6; NEGATIVE_NOT_UNIQUE:5; CAUSAL_EXPLANATION:5; SYMBOLIC:3; GLOBAL_COMPARISON:1; FINGERPRINT:1
69ef6a51-fddc-8395-9026-2686b3a930da,Porto Neuroscience Research,101,1,1,1,0,CONTROL_CYBERNETICS:1; FUSION_SYNTHESIS:1; GLOBAL_COMPARISON:1; TRAJECTORY:1
7f795cdf-ab60-4516-8aed-2a734ccda374,B_2_Styles,101,2,1,1,0,COMPLEXITY:2; COMPOSITION:2; SYMBOLIC:2; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
61adf82a-758d-4aac-be14-036f7ec7053b,Penguin Species List,101,8,1,1,0,CROSS_MODEL:6; ROBUSTNESS:6; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1
6907b230-bd38-8325-aaf4-330b87c33f80,Phishing email analysis,100,2,1,1,0,FINGERPRINT:2; NEGATIVE_NOT_UNIQUE:2; CROSS_MODEL:1; RARITY_UNIQUENESS:1; RECONSTRUCTION:1
7b5d88a0-8fd9-49db-8043-9a9ac151f61e,"Seeking Support, Overwhelmed User",98,7,1,1,0,CROSS_MODEL:5; SIMULTANEITY_MULTIPLEX:2; RELATIONAL_TOPOLOGY:2; FUSION_SYNTHESIS:2; RARITY_UNIQUENESS:1; PERSISTENCE:1
2bf80489-2774-4d1e-9c6c-39c12ffb0d20,Quantum Finance Innovations,94,1,1,1,0,COMPLEXITY:1; CONTROL_CYBERNETICS:1; CROSS_MODEL:1; FUSION_SYNTHESIS:1; RARITY_UNIQUENESS:1
c019483e-35fb-45b4-a85d-e501384f7e1b,Rapid Behavior Change Techniques,94,8,1,1,0,RELATIONAL_TOPOLOGY:3; PERSISTENCE:2; FUSION_SYNTHESIS:2; CAUSAL_EXPLANATION:2; RARITY_UNIQUENESS:1; SYMBOLIC:1; NEGATIVE_NOT_UNIQUE:1; SIMULTANEITY_MULTIPLEX:1
bd923e9b-685e-4b09-8fa9-01357eb2398f,Gas Mask Prep Tips,94,15,1,1,0,CROSS_MODEL:11; CAUSAL_EXPLANATION:4; RARITY_UNIQUENESS:1
fca397ff-4142-4da4-9180-a243cfd3952a,Andrew Tate Overcomes Depression,89,6,1,1,0,FUSION_SYNTHESIS:4; CONTROL_CYBERNETICS:2; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1; PERSISTENCE:1; RECONSTRUCTION:1
f9ab5f75-63f3-4893-90aa-91f359030e50,Royal New Year Revelation,87,4,1,1,0,CROSS_MODEL:4; GLOBAL_COMPARISON:1; NEGATIVE_NOT_UNIQUE:1
6743f4b8-5588-8013-a657-3d813f8b4853,Conflicting Beliefs in Recovery,87,5,1,1,0,RECONSTRUCTION:5; CROSS_MODEL:2; ALTERNATIVE_EXPLANATION:1; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
9c351626-8343-47ca-9c86-8672b98e1e17,Top Neuroscience Universities List,85,3,1,1,0,CROSS_DOMAIN:2; GLOBAL_COMPARISON:1; ROBUSTNESS:1; CAUSAL_EXPLANATION:1; NEGATIVE_NOT_UNIQUE:1
6a277af3-a960-83ed-81f4-c7bfa08e82bb,File Uploads in ChatGPT,85,4,1,1,0,RECONSTRUCTION:3; GLOBAL_COMPARISON:1; CAUSAL_EXPLANATION:1; PERSISTENCE:1
a821e659-efb3-499f-a20b-72cd49dc43c3,Treating Social Anxiety First,85,4,1,1,0,NEGATIVE_NOT_UNIQUE:3; PERSISTENCE:2; CAUSAL_EXPLANATION:2; RARITY_UNIQUENESS:1; CROSS_MODEL:1; HIERARCHY:1
94c44610-b471-4431-8eab-81a059b94438,Bachelor Paths to Neuroscience,84,5,1,1,0,CROSS_DOMAIN:3; SIMULTANEITY_MULTIPLEX:2; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1; NEGATIVE_NOT_UNIQUE:1; ROBUSTNESS:1
81038102-92fe-44f5-b6e4-82e71c310670,Techniques for Determined Action,84,7,1,1,0,LATENT_INTERNAL:3; NEGATIVE_NOT_UNIQUE:2; CONTROL_CYBERNETICS:1; RARITY_UNIQUENESS:1; RELATIONAL_TOPOLOGY:1; CROSS_MODEL:1; ROBUSTNESS:1; CAUSAL_EXPLANATION:1
689b1b73-8524-832e-b000-3cb3ee1721cb,Revenge and redemption stories,83,3,1,1,0,CROSS_MODEL:2; CAUSAL_EXPLANATION:2; GLOBAL_COMPARISON:1; RECONSTRUCTION:1
03f6c80e-e5dd-4550-81d0-58b483912c79,Deep Sensitivity: Blessing or Curse?,83,4,1,1,0,GLOBAL_COMPARISON:1; HIERARCHY:1; CROSS_MODEL:1; ROBUSTNESS:1; CAUSAL_EXPLANATION:1; OTHER_USERS:1
89e2b339-fc6f-4701-93ca-b20b6a1bd77f,Create Fintech Solutions Table,83,7,1,1,0,CROSS_MODEL:6; FINGERPRINT:2; GLOBAL_COMPARISON:1; FUSION_SYNTHESIS:1; CAUSAL_EXPLANATION:1; CONTROL_CYBERNETICS:1
69b8478e-7db0-8388-b678-1c87340b01e8,Rio Tinto Porto Area,81,1,1,1,0,CROSS_MODEL:1; GLOBAL_COMPARISON:1; HIERARCHY:1; NEGATIVE_NOT_UNIQUE:1
692d33a0-691c-8332-a759-4407a84e495b,Mountain breath awakening,81,2,1,1,0,GLOBAL_COMPARISON:1; PERSISTENCE:1; CROSS_MODEL:1; FUSION_SYNTHESIS:1
c21395ef-e98c-4235-8db1-34fc812ceac1,Women's Natural Weight Loss.,81,7,1,1,0,CROSS_MODEL:6; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
58b8c616-2c55-4b32-ab68-2f97ea18631a,A_Cat_Stories,79,7,1,1,0,CROSS_MODEL:6; CAUSAL_EXPLANATION:2; GLOBAL_COMPARISON:1; RARITY_UNIQUENESS:1
69bd8c46-203c-8388-b547-cc0018f93794,Rua do Pico Safety,78,1,1,1,0,CROSS_MODEL:1; GLOBAL_COMPARISON:1; NEGATIVE_NOT_UNIQUE:1
66ff06f1-a048-8013-8b0f-5f8637de42ba,Logistics CRM Research Tips,78,2,1,1,0,CROSS_MODEL:2; GLOBAL_COMPARISON:1
738963a4-3a81-4e4e-b7d4-a47768bc7565,Reduce Image Duration Batch,78,2,1,1,0,CROSS_MODEL:2; GLOBAL_COMPARISON:1
699f927f-3a14-8385-9c6f-406488fe58aa,Virtual Computer Alternatives,78,5,1,1,0,CROSS_MODEL:3; CAUSAL_EXPLANATION:2; NEGATIVE_NOT_UNIQUE:2; GLOBAL_COMPARISON:1; CONTROL_CYBERNETICS:1; FUSION_SYNTHESIS:1; RECONSTRUCTION:1
294302ce-d0bc-427d-b598-ed6b3afdee99,Billionaire Mindset Characteristics,77,2,1,1,0,CROSS_MODEL:2; NEGATIVE_NOT_UNIQUE:1; PERSISTENCE:1; RARITY_UNIQUENESS:1; RELATIONAL_TOPOLOGY:1
5a740eba-deba-4917-b59a-7bcefe116ac7,Tempting Dragon Feast 🐉🍖,77,3,1,1,0,CROSS_MODEL:2; FINGERPRINT:2; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1
19e11b37-68e1-4d88-9bbe-5e7d03b5aeac,Firemen Speech Slide Design,77,5,1,1,0,SYMBOLIC:5; RARITY_UNIQUENESS:1
8e880db5-f445-4968-ad63-62bcc9635dcc,Festive Video Call-To-Action,77,4,1,1,0,CROSS_MODEL:4; RARITY_UNIQUENESS:1; FUSION_SYNTHESIS:1
06fd307d-e7f8-4387-9b5c-0eed1dbd7d84,Elite Forces at 37,76,3,1,1,0,NEGATIVE_NOT_UNIQUE:2; CAUSAL_EXPLANATION:2; PERSISTENCE:1; RARITY_UNIQUENESS:1; CROSS_MODEL:1
4942c4e3-5d9b-4c7b-8eac-0490036a5d97,No Deposit Welcome Bonuses,75,1,1,1,0,CROSS_MODEL:1; GLOBAL_COMPARISON:1
8369e8a8-01e0-49ff-b25f-a45d8bb30d4a,Nuclear Launch Aftermath Summary,75,1,1,1,0,GLOBAL_COMPARISON:1; ROBUSTNESS:1
8ed2d394-43d9-4226-95e4-f2e58732c317,Griffin's Majestic Status,75,3,1,1,0,PERSISTENCE:1; RARITY_UNIQUENESS:1; FUSION_SYNTHESIS:1; SYMBOLIC:1; CAUSAL_EXPLANATION:1; CROSS_MODEL:1
a68daaf8-b281-452a-9c07-ee876652fd61,Quantum Finance Content Plan,75,4,1,1,0,CROSS_MODEL:3; RARITY_UNIQUENESS:1; ROBUSTNESS:1; CAUSAL_EXPLANATION:1
6948b229-9038-832c-8549-524dc0e32869,Brazilian names list,75,6,1,1,0,CONTROL_CYBERNETICS:4; NEGATIVE_NOT_UNIQUE:2; SYMBOLIC:2; RARITY_UNIQUENESS:1; CROSS_MODEL:1; GENEALOGY:1; RELATIONAL_TOPOLOGY:1
55f951f5-0de6-4d74-a672-7bc4dfaee611,Effective Anti-Procrastination Techniques,75,9,1,1,0,RELATIONAL_TOPOLOGY:5; CAUSAL_EXPLANATION:3; RARITY_UNIQUENESS:1; CROSS_MODEL:1; NEGATIVE_NOT_UNIQUE:1; FUSION_SYNTHESIS:1; ROBUSTNESS:1; SIMULTANEITY_MULTIPLEX:1
a4cef8fa-8303-41c0-94b3-dcaae138f66c,Make Money With ChatGPT,74,2,1,1,0,CROSS_MODEL:2; EPISTEMIC_CAVEAT:1; RARITY_UNIQUENESS:1; TOKEN_DENSITY:1
a4988248-a04b-4c7e-91fb-c9b582b7f530,Motivational Phrases for Men,74,3,1,1,0,CROSS_MODEL:3; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1
c50c366c-d8c8-4939-9463-6b274bf682c5,Birthday Bash Invitation 🎉,74,3,1,1,0,CROSS_MODEL:2; NEGATIVE_NOT_UNIQUE:2; RARITY_UNIQUENESS:1
d2d38918-7327-47a5-8130-9df0937a72ea,Unknown Technology Worthiness,74,2,1,1,0,NEGATIVE_NOT_UNIQUE:2; CONTROL_CYBERNETICS:1; RARITY_UNIQUENESS:1; FUSION_SYNTHESIS:1
ebde8e27-a1dc-403b-ae2b-f4a79fe5f8da,Template Not Accessible,74,2,1,1,0,CROSS_MODEL:2; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1; PERSISTENCE:1
92e24bc2-5f50-4fb3-acfb-d2bd7e7fe770,Soldiers explore Fallout strategy.,74,4,1,1,0,CROSS_MODEL:4; RARITY_UNIQUENESS:1
674313cb-a8c0-8013-a310-649fa06f61d5,Lithuania Billionaires List,73,3,1,1,0,CROSS_MODEL:2; PERSISTENCE:1; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1; GLOBAL_WEIGHTS:1
68a326ea-f1cc-8322-8839-a689df8b8e01,Copyright registration guide,73,8,1,1,0,RECURSION:3; SYMBOLIC:3; FUSION_SYNTHESIS:2; CROSS_MODEL:2; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
674346cd-390c-8013-b314-919b37375afc,Religions for Emotional Liberation,72,5,1,1,0,FUSION_SYNTHESIS:2; GENEALOGY:2; CAUSAL_EXPLANATION:2; GLOBAL_COMPARISON:1; CONTROL_CYBERNETICS:1; CROSS_MODEL:1
e30d3068-0502-4782-b079-a8733986b4d0,GPT prompts for chat.,71,1,1,1,0,CROSS_MODEL:1; NEGATIVE_NOT_UNIQUE:1; PERSISTENCE:1; RARITY_UNIQUENESS:1
0225ba37-ee25-4d8c-aaee-f26f0f35ff15,Indian Restaurant Promo Strategy,71,2,1,1,0,FINGERPRINT:2; FUSION_SYNTHESIS:1; RARITY_UNIQUENESS:1
05116936-0e7d-46a3-8796-03d612aec2e8,Interstellar Rescue Mission,71,2,1,1,0,CROSS_MODEL:2; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1
672ad2fc-7794-8013-a7f2-99b4cff106ed,Famous Young American Singers,71,2,1,1,0,NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1; SYMBOLIC:1; GENEALOGY:1
69155932-1a38-8330-9577-b5409bf28cd0,Best places to live Portugal,71,2,1,1,0,CONTROL_CYBERNETICS:1; CROSS_MODEL:1; RARITY_UNIQUENESS:1; RELATIONAL_TOPOLOGY:1
6e92b189-b325-4ead-bdc1-6db830b43530,Business Project Aisha Bar,71,2,1,1,0,FINGERPRINT:1; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1; CONTROL_CYBERNETICS:1
5ee92222-fd6b-4fd9-9508-233859baaade,Light Park Comedy Adventure,71,2,1,1,0,CAUSAL_EXPLANATION:1; GLOBAL_COMPARISON:1; FUSION_SYNTHESIS:1
0da5f52d-6d59-4c2e-ae22-cef69e6d7e89,Studying Neuroscience in Sweden,71,3,1,1,0,CROSS_DOMAIN:1; RARITY_UNIQUENESS:1; NEGATIVE_NOT_UNIQUE:1; CROSS_MODEL:1
2f9e7862-cb7b-4d87-adda-d00e9d2847ee,WooCommerce Expert - 5⭐️!,71,3,1,1,0,CROSS_MODEL:3; RARITY_UNIQUENESS:1
418e8c7f-51b0-4e3f-9934-b86b93c8c8fe,Street Earning Tactics,71,2,1,1,0,CONTROL_CYBERNETICS:2; RARITY_UNIQUENESS:1; CROSS_MODEL:1
470e8bf8-f29e-4f28-b8a6-9e45e51c118c,Superhero Image Swap Showcase,71,3,1,1,0,CONTROL_CYBERNETICS:1; RARITY_UNIQUENESS:1; SIMULTANEITY_MULTIPLEX:1; CROSS_MODEL:1
94ad3420-2c39-4b71-9fd4-fb680e5e1969,Restaurant Marketing Strategy,71,2,1,1,0,FINGERPRINT:1; RARITY_UNIQUENESS:1; CROSS_MODEL:1; PERSISTENCE:1
eb9a07c6-fd3e-43bc-8ea2-17adff1ed8ac,48 Laws Mnemonic Truck,71,3,1,1,0,PERSISTENCE:1; RARITY_UNIQUENESS:1; CROSS_MODEL:1; FUSION_SYNTHESIS:1
d0b82dbb-7655-4c2b-9d26-7940ab41e852,Fluffy the Cat Profile,71,6,1,1,0,NEGATIVE_NOT_UNIQUE:4; CAUSAL_EXPLANATION:2; RARITY_UNIQUENESS:1
69166822-7c64-8332-af37-dddd7bfc8965,Puerto Rico for you,70,4,1,1,0,TRAJECTORY:2; RECONSTRUCTION:2; GLOBAL_COMPARISON:1; CROSS_MODEL:1; RELATIONAL_TOPOLOGY:1
66b317e7-bb77-4e53-8fd0-dbaf06d9aaff,Belief Change Techniques,68,1,1,1,0,PERSISTENCE:1; RARITY_UNIQUENESS:1; RELATIONAL_TOPOLOGY:1
8d054252-c3f7-4a78-84a1-36eab4eedbc6,New chat,68,1,1,1,0,CROSS_MODEL:1; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1
ec18eb07-7dad-4b5a-94a9-26621710a36d,Sell 100 Tickets Strategically,68,1,1,1,0,CROSS_MODEL:1; PERSISTENCE:1; RARITY_UNIQUENESS:1
f6f27a25-4f67-41e5-bae2-1ce530e0dfb3,Finance Books for Wealth.,68,1,1,1,0,NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1; ROBUSTNESS:1
fdebb473-8d53-42c8-a27c-8824c93fa096,New chat,68,1,1,1,0,CROSS_MODEL:1; PERSISTENCE:1; RARITY_UNIQUENESS:1
68963d70-2e10-832e-8d0e-9d12fb31c268,Scrolling capture in ShareX,68,1,1,1,0,CAUSAL_EXPLANATION:1; GLOBAL_COMPARISON:1
a1b6eb97-e26b-4724-82ce-5381373d1bb3,Neuroscience Program MIT Requirements,68,1,1,1,0,CAUSAL_EXPLANATION:1; GLOBAL_COMPARISON:1
47e67930-43c0-4780-83f0-9a6a2085332d,Island Encounter: God & Devil,68,2,1,1,0,CROSS_MODEL:1; RARITY_UNIQUENESS:1; FUSION_SYNTHESIS:1
67b95330-924f-4882-986b-923010df899d,Creative Restaurant Reels.,68,2,1,1,0,FINGERPRINT:2; RARITY_UNIQUENESS:1
9e11e1ba-432a-453a-86ae-e665a06069ad,New chat,67,3,1,1,0,CAUSAL_EXPLANATION:2; CROSS_MODEL:1; RARITY_UNIQUENESS:1
ce26ef1f-e511-43be-933d-eade088abb92,Marketing Director Questions,67,3,1,1,0,NEGATIVE_NOT_UNIQUE:2; CAUSAL_EXPLANATION:1; RARITY_UNIQUENESS:1; CROSS_MODEL:1
d216628c-764c-4b54-8c48-4b6a8214c9cd,Social Experiment Study,66,2,1,1,0,RARITY_UNIQUENESS:1; RELATIONAL_TOPOLOGY:1; CAUSAL_EXPLANATION:1
51566cbc-087f-4815-a3a8-3b62cf753fbf,Learning Together Illustration Prompt,66,3,3,1,0,RARITY_UNIQUENESS:3
939d8df0-b4ba-4e1d-bc2a-ef5214ded139,Input not provided.,66,8,1,1,0,CAUSAL_EXPLANATION:3; NEGATIVE_NOT_UNIQUE:3; FUSION_SYNTHESIS:2; CROSS_MODEL:2; RARITY_UNIQUENESS:1
cc0a066a-e796-43ee-834d-1864d2d89abd,Coffee Shop Debate,66,9,1,1,0,NEGATIVE_NOT_UNIQUE:5; CROSS_MODEL:3; RARITY_UNIQUENESS:1
2de5d7e5-2a60-42f7-840c-788893230e07,Shredded Muscle Masterpiece,65,1,1,1,0,CROSS_MODEL:1; RARITY_UNIQUENESS:1
66fea878-7030-8013-a979-83c5d45ddb23,US Fast Food Analogies,65,1,1,1,0,FINGERPRINT:1; RARITY_UNIQUENESS:1
67608134-7a12-41e7-bec6-07f95b796206,Tier II Support Applicant.,65,1,1,1,0,CROSS_MODEL:1; RARITY_UNIQUENESS:1
8cbe1bf4-d35f-4771-a344-db663baa2a03,AI Marketing: Future Revolution,65,1,1,1,0,CROSS_MODEL:1; RARITY_UNIQUENESS:1
a1ad3e99-ca40-4c09-8c9a-8389e1a48e46,Visual Prompt: Nuclear War,65,1,1,1,0,CROSS_MODEL:1; RARITY_UNIQUENESS:1
c18f9bed-fdbb-4299-abfc-78404cfcaa1c,Exceptional Employee Assistance,65,1,1,1,0,CROSS_MODEL:1; RARITY_UNIQUENESS:1
d161b0de-4ab6-4329-8676-d19b850ee4bb,Motivational Product Selection Guide,65,1,1,1,0,CROSS_MODEL:1; RARITY_UNIQUENESS:1
e493ccc5-a52b-4d6e-923d-fac0aa9ee258,Ocean Sunset View,65,1,1,1,0,CROSS_MODEL:1; RARITY_UNIQUENESS:1
25dd30e0-2c23-4d5e-9313-9460bb99e1e3,Clear Ocean Water,65,2,1,1,0,CAUSAL_EXPLANATION:2; NEGATIVE_NOT_UNIQUE:2; RARITY_UNIQUENESS:1
7b067de3-9d77-4304-9e0a-4d3827cab0ff,Top Neuroscience Universities Sweden,65,2,1,1,0,GLOBAL_COMPARISON:1; RARITY_UNIQUENESS:1; CROSS_DOMAIN:1; ROBUSTNESS:1
71b4310d-7c48-442a-a2ba-1c163766982a,New chat,64,3,1,1,0,CROSS_MODEL:2; CAUSAL_EXPLANATION:1; RARITY_UNIQUENESS:1
3f5f6ce3-19b0-4072-95f3-c6521edd849a,Bullying to Gym Triumph,64,7,1,1,0,CROSS_MODEL:5; NEGATIVE_NOT_UNIQUE:2; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
f9f606f8-0734-44e4-8fc2-287367e24c14,Countries eligible for TikTok Shop,64,7,1,1,0,CROSS_MODEL:4; FUSION_SYNTHESIS:2; RARITY_UNIQUENESS:1; RELATIONAL_TOPOLOGY:1; CAUSAL_EXPLANATION:1
675c718e-2568-8013-ac60-6f1a90906d30,Future Language Demand,63,3,1,1,0,NEGATIVE_NOT_UNIQUE:3; CAUSAL_EXPLANATION:2; GLOBAL_COMPARISON:1
7cbd7150-162b-4cbc-aa30-9b3b6fe14d0f,Improve TikTok Views,63,5,1,1,0,GLOBAL_COMPARISON:1; CROSS_MODEL:1; PERSISTENCE:1; NEGATIVE_NOT_UNIQUE:1; CAUSAL_EXPLANATION:1; OTHER_USERS:1
6a2875cb-c7d4-83eb-abc1-8e4a0000d44f,Verificação de Caução,63,8,1,1,0,CAUSAL_EXPLANATION:3; ROBUSTNESS:3; NEGATIVE_NOT_UNIQUE:2; RARITY_UNIQUENESS:1; CROSS_MODEL:1
00ce6599-3a2d-40e1-9f12-0d8f95a1136b,Top 10 TikTok Channels,61,2,1,1,0,CAUSAL_EXPLANATION:1; RARITY_UNIQUENESS:1; NEGATIVE_NOT_UNIQUE:1
a449870a-21f0-4d89-82b6-c2321d57fd9d,Video Analysis Request,61,2,1,1,0,CAUSAL_EXPLANATION:1; RARITY_UNIQUENESS:1; NEGATIVE_NOT_UNIQUE:1
db8cc4c3-faeb-45af-bc67-9a11deb8630f,Big Tenerife Boss Mascot,61,5,1,1,0,FUSION_SYNTHESIS:2; SYMBOLIC:2; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1; NEGATIVE_NOT_UNIQUE:1; ROBUSTNESS:1
cebf67b3-d518-4bc1-a987-5433b43fbf7c,Future Challenge Details Transformed,59,2,1,1,0,CAUSAL_EXPLANATION:2; RARITY_UNIQUENESS:1
505a8710-0882-4902-9d87-3987ac05a2e6,Top Christianity Products Kalodata,58,1,1,1,0,CAUSAL_EXPLANATION:1; RARITY_UNIQUENESS:1
263e0e68-e6dc-4bf1-89a8-fd595a835ce9,Finance Book for Kids,58,5,1,1,0,NEGATIVE_NOT_UNIQUE:3; RARITY_UNIQUENESS:1; CROSS_MODEL:1; RELATIONAL_TOPOLOGY:1; CAUSAL_EXPLANATION:1
5ce3feb8-a089-421c-9a4c-4bc8667f369d,Identity Shift for Procrastination,58,3,1,1,0,CROSS_MODEL:2; PERSISTENCE:2; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1; NEGATIVE_NOT_UNIQUE:1
773ffa9e-b296-457b-8545-ee91f7441c72,Viral Mindfulness Reels,58,5,1,1,0,CROSS_MODEL:4; RARITY_UNIQUENESS:1; NEGATIVE_NOT_UNIQUE:1; CAUSAL_EXPLANATION:1
f0609a26-25bd-4718-b51c-ec7b2b16fb11,AI Designer Name Ideas,57,6,1,1,0,CROSS_MODEL:4; RARITY_UNIQUENESS:1; FUSION_SYNTHESIS:1
69626849-7154-832c-b9fe-e7930d6f393a,Ramon Dekkers Achievements,55,2,1,1,0,GLOBAL_COMPARISON:1; CROSS_MODEL:1
74e37ec9-7cce-48d6-b366-c02e5b4dbe64,Neuroscience at Imperial College,55,4,1,1,0,NEGATIVE_NOT_UNIQUE:4; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
672bed0a-dfd0-8013-82df-d9398abbfa85,Surreal Motivational Movie Scene,55,6,1,1,0,CROSS_MODEL:3; RARITY_UNIQUENESS:1; NEGATIVE_NOT_UNIQUE:1; CAUSAL_EXPLANATION:1
12139bc6-1d89-4667-bb22-273f6530fea9,New Year Music Selection,53,5,1,1,0,CAUSAL_EXPLANATION:2; NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1; CROSS_MODEL:1; FUSION_SYNTHESIS:1
62e15a56-8320-4762-a23b-92fe63e037d3,Audience Control for Sensitive Content,52,1,1,1,0,GLOBAL_COMPARISON:1
69235fda-0ffc-832d-8cec-25673986fcd6,TikTok shop availability,52,1,1,1,0,GLOBAL_COMPARISON:1
a53d5c34-c0b4-41b6-be35-2a7281287f7b,Marvel Face Swap Adventure,52,3,1,1,0,CROSS_MODEL:2; RARITY_UNIQUENESS:1; NEGATIVE_NOT_UNIQUE:1; CAUSAL_EXPLANATION:1
23ef1734-b743-4f81-a0bd-9f3932e81736,Mastering War Strategy & Manipulation,51,2,1,1,0,NEGATIVE_NOT_UNIQUE:2; RARITY_UNIQUENESS:1; CROSS_MODEL:1
5d6688d9-72a1-4e28-9486-54e862487be2,Description and Keywords Request,51,3,1,1,0,CROSS_MODEL:2; RARITY_UNIQUENESS:1; NEGATIVE_NOT_UNIQUE:1
b70df9cc-5a41-4c82-80e5-37fbce5452e3,Kebab Center Promotional Thumbnail,49,4,1,1,0,FUSION_SYNTHESIS:2; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
b8b773bb-414a-48f2-87c9-a358b2a21844,Atlas' Pixar Cat Design.,49,3,1,1,0,CONTROL_CYBERNETICS:2; RARITY_UNIQUENESS:1; CAUSAL_EXPLANATION:1
9746b0ab-f863-4106-b459-79d39646cffa,Color Psychology for User Interaction,48,2,1,1,0,NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1; SIMULTANEITY_MULTIPLEX:1
bd3de37f-e1d5-472b-959d-1194d97f31d0,Motivational Slide Text,48,2,1,1,0,NEGATIVE_NOT_UNIQUE:1; RARITY_UNIQUENESS:1; CROSS_MODEL:1
