archive,source_family,artifact_classes,member
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/00A_VALID_TEXT_COMPLETENESS.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/03_FROZEN_SPECIFICATION.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FREEZE_OR_MANIFEST,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/04_FROZEN_SPECIFICATION_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTEXT_OR_ID_MAP,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/05_FROZEN_PROMPTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FEATURE_CONTRACT,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/06_RESPONSE_FEATURE_VECTOR.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,MATCHED_SOURCE_SUBSET|CONTEXT_OR_ID_MAP,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/07_SEED_LEVEL_VECTOR.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/08_CONDITION_RESULTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/09_COORDINATE_CONTRASTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/10_SPLIT_REPLICATION.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FROZEN_DETECTOR,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/11_FINGERPRINT_CLASSIFIER.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/12_HELDOUT_GENERALIZATION.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/13_TOKEN_LATENCY_EFFECTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/14_ABLATION_GRADIENT.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/15_MISSING_CELLS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PREVIOUS_ADJUDICATION,V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION/16_FINAL_SUMMARY.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FROZEN_SCORER_OR_RUNNER,V6_STRUCTURAL_FINGERPRINT_VECTOR/00_FROZEN_RUNNER.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FROZEN_SCORER_OR_RUNNER|FREEZE_OR_MANIFEST,V6_STRUCTURAL_FINGERPRINT_VECTOR/00_RUNNER_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_STRUCTURAL_FINGERPRINT_VECTOR/03_FROZEN_SPECIFICATION.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FREEZE_OR_MANIFEST,V6_STRUCTURAL_FINGERPRINT_VECTOR/04_FROZEN_SPECIFICATION_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTEXT_OR_ID_MAP,V6_STRUCTURAL_FINGERPRINT_VECTOR/05_FROZEN_PROMPTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FEATURE_CONTRACT,V6_STRUCTURAL_FINGERPRINT_VECTOR/06_RESPONSE_FEATURE_VECTOR.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,MATCHED_SOURCE_SUBSET|CONTEXT_OR_ID_MAP,V6_STRUCTURAL_FINGERPRINT_VECTOR/07_SEED_LEVEL_VECTOR.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_STRUCTURAL_FINGERPRINT_VECTOR/08_CONDITION_RESULTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_STRUCTURAL_FINGERPRINT_VECTOR/09_COORDINATE_CONTRASTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_STRUCTURAL_FINGERPRINT_VECTOR/10_SPLIT_REPLICATION.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FROZEN_DETECTOR,V6_STRUCTURAL_FINGERPRINT_VECTOR/11_FINGERPRINT_CLASSIFIER.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_STRUCTURAL_FINGERPRINT_VECTOR/12_HELDOUT_GENERALIZATION.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_STRUCTURAL_FINGERPRINT_VECTOR/13_TOKEN_LATENCY_EFFECTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_STRUCTURAL_FINGERPRINT_VECTOR/14_ABLATION_GRADIENT.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V6_STRUCTURAL_FINGERPRINT_VECTOR/15_MISSING_CELLS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PREVIOUS_ADJUDICATION,V6_STRUCTURAL_FINGERPRINT_VECTOR/16_FINAL_SUMMARY.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FROZEN_SCORER_OR_RUNNER|PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/00_FROZEN_RUNNER.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FROZEN_SCORER_OR_RUNNER|FREEZE_OR_MANIFEST|PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/00_RUNNER_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/03_FROZEN_SPECIFICATION.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FREEZE_OR_MANIFEST|PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/04_FROZEN_SPECIFICATION_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTEXT_OR_ID_MAP|PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/05_FROZEN_PROMPTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FEATURE_CONTRACT|PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/06_RESPONSE_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,MATCHED_SOURCE_SUBSET|CONTEXT_OR_ID_MAP|PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/07_SEED_LEVEL_RESULTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/08_MODEL_CONDITION_RESULTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/09_MODEL_STRUCTURAL_CONTRASTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/10_MODEL_EFFECT_VECTORS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/11_CROSS_MODEL_VECTOR_SIMILARITY.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/12_SIGN_REPLICATION.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/13_HELDOUT_GENERALIZATION.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/14_TOKEN_SIGNATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/15_MISSING_CELLS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PREVIOUS_ADJUDICATION|PROVIDER_OR_MODEL_PRIOR,V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION/16_FINAL_SUMMARY.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET|FROZEN_SCORER_OR_RUNNER,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/00_FROZEN_RUNNER.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET|FROZEN_SCORER_OR_RUNNER|FREEZE_OR_MANIFEST,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/00_RUNNER_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/03_FROZEN_SPECIFICATION.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET|FREEZE_OR_MANIFEST,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/04_FROZEN_SPECIFICATION_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET|CONTEXT_OR_ID_MAP,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/05_FROZEN_PROMPTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FEATURE_CONTRACT|CONTROL_SUBSET,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/06_RESPONSE_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|CONTEXT_OR_ID_MAP,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/07_SEED_LEVEL_RESULTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/08_FACTORIAL_CONDITION_RESULTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET|FROZEN_SCORER_OR_RUNNER,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/09_UNSEEN_COMBINATION_PREDICTION.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/10_INTERACTION_REPLICATION.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/11_FACTOR_DECODING.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/12_EXACT_CODE_RECOVERY.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/13_TOKEN_SIGNATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET|FROZEN_SCORER_OR_RUNNER,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/14_PREDICTION_NULL.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/15_MISSING_CELLS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET|PREVIOUS_ADJUDICATION,V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE/16_FINAL_SUMMARY.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FROZEN_SCORER_OR_RUNNER,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/00_FROZEN_RUNNER.py
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FROZEN_SCORER_OR_RUNNER|FREEZE_OR_MANIFEST,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/00_RUNNER_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/03_FROZEN_SPECIFICATION.json
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FREEZE_OR_MANIFEST,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/04_FROZEN_SPECIFICATION_SHA256.txt
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTEXT_OR_ID_MAP,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/05_FROZEN_PROMPTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,FEATURE_CONTRACT,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/06_RESPONSE_FEATURES.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,MATCHED_SOURCE_SUBSET|CONTEXT_OR_ID_MAP,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/07_SEED_LEVEL_RESULTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/08_CONDITION_RESULTS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/09_TRANSPORT_PRESERVATION.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/10_COMPOSITION_PATH_INDEPENDENCE.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/11_INVERSE_RECOVERY.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/12_DAMAGE_CONTROLS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/13_TRANSPORT_EFFECT_VECTORS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,CONTROL_SUBSET,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/14_PERMUTATION_CONTROLS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/15_MISSING_CELLS.csv
C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE.zip,F2,PREVIOUS_ADJUDICATION,V9_REPRESENTATIONAL_TRANSPORT_OPERATOR/16_FINAL_SUMMARY.json
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/00_PRE_EVAL/00_FROZEN_SPEC.json
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/00_PRE_EVAL/ENVIRONMENT.json
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FEATURE_CONTRACT|FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/00_PRE_EVAL/FEATURE_REGISTRY_V2.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/00_PRE_EVAL/FROZEN_SEGMENT_SHA256_VERIFICATION.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/00_PRE_EVAL/PRE_EVAL_FREEZE.json
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/00_PRE_EVAL/PRE_EVAL_FREEZE_SHA256.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/00_PRE_EVAL/PRE_EVAL_FREEZE_SHA256.txt
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/00_PRE_EVAL/PROVENANCE_LEDGER.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FEATURE_CONTRACT|FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/01_FEATURES/EARLY_NEG_V2_FEATURES.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FEATURE_CONTRACT|FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/01_FEATURES/EARLY_POS_V2_FEATURES.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FEATURE_CONTRACT|FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/01_FEATURES/LATER_HOLD_NEG_V2_FEATURES.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FEATURE_CONTRACT|FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/01_FEATURES/LATER_HOLD_POS_V2_FEATURES.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FEATURE_CONTRACT|FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/01_FEATURES/LATER_VAL_NEG_V2_FEATURES.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FEATURE_CONTRACT|FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/01_FEATURES/LATER_VAL_POS_V2_FEATURES.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/JOINT_MULTILAYER_V2.joblib
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FROZEN_DETECTOR|FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/JOINT_MULTILAYER_V2_COEFFICIENTS.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/JOINT_MULTILAYER_V2_TRAIN_CV.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/JOINT_MULTILAYER_V2_TRAIN_MEDIANS.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/JOINT_MULTILAYER_V2_TRAIN_OOF.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/OPERATOR_RELATIONAL_V2.joblib
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FROZEN_DETECTOR|FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/OPERATOR_RELATIONAL_V2_COEFFICIENTS.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/OPERATOR_RELATIONAL_V2_TRAIN_CV.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/OPERATOR_RELATIONAL_V2_TRAIN_MEDIANS.csv
C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip,F2,FREEZE_OR_MANIFEST,F2_BR2_DETERMINISTIC_REFREEZE/02_MODELS/OPERATOR_RELATIONAL_V2_TRAIN_OOF.csv
